Date,demand_quantity,combined
2013-10-31,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-01,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-02,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-03,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-04,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-05,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-06,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-07,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-08,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-10,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-11,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-12,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-13,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-14,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-15,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-16,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-17,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-18,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-19,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-20,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-21,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-22,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-23,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-24,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-25,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-26,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-27,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-28,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-29,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-11-30,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-01,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-02,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-03,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-04,8612,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-05,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-06,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-07,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-08,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-09,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-10,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-11,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-12,7177,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-13,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-14,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-15,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-16,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-17,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-18,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-19,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-20,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-21,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-22,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-23,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-24,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-25,8612,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-26,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-27,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-28,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-29,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-30,7177,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2013-12-31,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-01,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-02,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-03,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-04,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-05,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-06,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-07,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-08,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-09,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-10,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-11,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-12,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-13,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-14,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-15,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-16,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-17,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-18,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-19,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-20,8612,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-21,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-22,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-23,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-24,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-25,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-26,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-27,11483,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-28,8612,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-29,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-30,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-01-31,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-01,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-02,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-03,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-04,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-05,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-06,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-07,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-08,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-10,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-11,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-12,12918,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-13,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-14,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-15,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-16,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-17,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-18,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-19,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-20,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-21,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-22,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-23,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-24,10047,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-25,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-26,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-27,14354,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-02-28,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-01,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-02,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-03,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-04,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-05,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-06,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-07,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-08,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-09,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-10,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-11,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-12,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-13,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-14,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-15,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-16,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-17,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-18,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-19,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-20,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-21,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-22,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-23,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-24,5741,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-25,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-26,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-27,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-28,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-29,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-30,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-03-31,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-01,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-02,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-03,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-04,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-05,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-06,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-07,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-08,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-09,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-10,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-11,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-12,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-13,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-14,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-15,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-16,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-17,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-18,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-19,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-20,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-21,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-22,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-23,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-24,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-25,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-26,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-27,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-28,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-29,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-04-30,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-01,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-02,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-03,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-04,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-05,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-06,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-07,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-08,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-10,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-11,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-12,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-13,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-14,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-15,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-16,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-17,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-18,51673,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-19,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-20,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-21,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-22,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-23,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-24,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-25,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-26,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-27,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-28,18660,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-29,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-30,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-05-31,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-01,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-02,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-03,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-04,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-05,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-06,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-07,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-08,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-09,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-10,20095,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-11,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-12,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-13,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-14,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-15,47367,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-16,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-17,45931,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-18,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-19,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-20,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-21,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-22,53108,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-23,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-24,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-25,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-26,25836,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-27,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-28,48802,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-29,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-06-30,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-01,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-02,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-03,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-04,40190,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-05,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-06,48802,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-07,22966,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-08,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-09,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-10,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-11,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-12,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-13,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-14,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-15,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-16,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-17,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-18,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-19,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-20,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-21,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-22,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-23,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-24,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-25,34448,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-26,41625,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-27,50237,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-28,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-29,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-30,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-07-31,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-01,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-02,33013,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-03,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-04,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-05,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-06,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-07,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-08,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-09,38754,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-10,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-11,31578,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-12,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-13,15789,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-14,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-15,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-16,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-17,44496,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-18,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-19,21530,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-20,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-21,28707,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-22,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-23,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-24,37319,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-25,17224,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-26,35884,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-27,30142,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-28,27272,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-29,24401,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
2014-08-30,43061,Mexico // Mexico City // Beer // IPA  // Fancy Beer IPA 330 ml
