Product Group,Product Family,Date,demand_quantity
Ale ,Beer,2015-01-05,30142
Ale ,Beer,2015-01-06,35884
Ale ,Beer,2015-01-07,44496
Ale ,Beer,2015-01-08,44496
Ale ,Beer,2015-01-09,53108
Ale ,Beer,2015-01-10,53108
Ale ,Beer,2015-01-11,64591
Ale ,Beer,2015-01-12,33013
Ale ,Beer,2015-01-13,53108
Ale ,Beer,2015-01-14,54543
Ale ,Beer,2015-01-15,44496
Ale ,Beer,2015-01-16,43061
Ale ,Beer,2015-01-17,67461
Ale ,Beer,2015-01-18,66026
Ale ,Beer,2015-01-19,40190
Ale ,Beer,2015-01-20,45931
Ale ,Beer,2015-01-21,38754
Ale ,Beer,2015-01-22,43061
Ale ,Beer,2015-01-23,38754
Ale ,Beer,2015-01-24,80380
Ale ,Beer,2015-01-25,66026
Ale ,Beer,2015-01-26,38754
Ale ,Beer,2015-01-27,43061
Ale ,Beer,2015-01-28,41625
Ale ,Beer,2015-01-29,40190
Ale ,Beer,2015-01-30,45931
Ale ,Beer,2015-01-31,38754
Ale ,Beer,2015-02-01,58849
Ale ,Beer,2015-02-02,38754
Ale ,Beer,2015-02-03,50237
Ale ,Beer,2015-02-04,38754
Ale ,Beer,2015-02-05,57414
Ale ,Beer,2015-02-06,64591
Ale ,Beer,2015-02-07,41625
Ale ,Beer,2015-02-08,73203
Ale ,Beer,2015-02-09,41625
Ale ,Beer,2015-02-10,43061
Ale ,Beer,2015-02-11,51673
Ale ,Beer,2015-02-12,35884
Ale ,Beer,2015-02-13,60285
Ale ,Beer,2015-02-14,54543
Ale ,Beer,2015-02-15,58849
Ale ,Beer,2015-02-16,43061
Ale ,Beer,2015-02-17,45931
Ale ,Beer,2015-02-18,48802
Ale ,Beer,2015-02-19,41625
Ale ,Beer,2015-02-20,58849
Ale ,Beer,2015-02-21,55979
Ale ,Beer,2015-02-22,60285
Ale ,Beer,2015-02-23,47367
Ale ,Beer,2015-02-24,43061
Ale ,Beer,2015-02-25,61720
Ale ,Beer,2015-02-26,53108
Ale ,Beer,2015-02-27,51673
Ale ,Beer,2015-02-28,57414
Ale ,Beer,2015-03-01,70332
Ale ,Beer,2015-03-02,50237
Ale ,Beer,2015-03-03,51673
Ale ,Beer,2015-03-04,44496
Ale ,Beer,2015-03-05,58849
Ale ,Beer,2015-03-06,74638
Ale ,Beer,2015-03-07,84686
Ale ,Beer,2015-03-08,91862
Ale ,Beer,2015-03-09,51673
Ale ,Beer,2015-03-10,67461
Ale ,Beer,2015-03-11,60285
Ale ,Beer,2015-03-12,68897
Ale ,Beer,2015-03-13,61720
Ale ,Beer,2015-03-14,60285
Ale ,Beer,2015-03-15,80380
Ale ,Beer,2015-03-16,51673
Ale ,Beer,2015-03-17,48802
Ale ,Beer,2015-03-18,50237
Ale ,Beer,2015-03-19,68897
Ale ,Beer,2015-03-20,60285
Ale ,Beer,2015-03-21,70332
Ale ,Beer,2015-03-22,60285
Ale ,Beer,2015-03-23,51673
Ale ,Beer,2015-03-24,47367
Ale ,Beer,2015-03-25,55979
Ale ,Beer,2015-03-26,48802
Ale ,Beer,2015-03-27,63155
Ale ,Beer,2015-03-28,78944
Ale ,Beer,2015-03-29,77509
Ale ,Beer,2015-03-30,61720
Ale ,Beer,2015-03-31,57414
Ale ,Beer,2015-04-01,71768
Ale ,Beer,2015-04-02,73203
Ale ,Beer,2015-04-03,81815
Ale ,Beer,2015-04-04,87556
Ale ,Beer,2015-04-05,93298
Ale ,Beer,2015-04-06,71768
Ale ,Beer,2015-04-07,66026
Ale ,Beer,2015-04-08,81815
Ale ,Beer,2015-04-09,80380
Ale ,Beer,2015-04-10,68897
Ale ,Beer,2015-04-11,76074
Ale ,Beer,2015-04-12,97604
Ale ,Beer,2015-04-13,67461
Ale ,Beer,2015-04-14,78944
Ale ,Beer,2015-04-15,60285
Ale ,Beer,2015-04-16,70332
Ale ,Beer,2015-04-17,76074
Ale ,Beer,2015-04-18,93298
Ale ,Beer,2015-04-19,86121
Ale ,Beer,2015-04-20,63155
Ale ,Beer,2015-04-21,51673
Ale ,Beer,2015-04-22,61720
Ale ,Beer,2015-04-23,73203
Ale ,Beer,2015-04-24,80380
Ale ,Beer,2015-04-25,78944
Ale ,Beer,2015-04-26,78944
Ale ,Beer,2015-04-27,63155
Ale ,Beer,2015-04-28,57414
Ale ,Beer,2015-04-29,66026
Ale ,Beer,2015-04-30,84686
Ale ,Beer,2015-05-01,94733
Ale ,Beer,2015-05-02,77509
Ale ,Beer,2015-05-03,81815
Ale ,Beer,2015-05-04,55979
Ale ,Beer,2015-05-05,55979
Ale ,Beer,2015-05-06,73203
Ale ,Beer,2015-05-07,83250
Ale ,Beer,2015-05-08,70332
Ale ,Beer,2015-05-09,87556
Ale ,Beer,2015-05-10,74638
Ale ,Beer,2015-05-11,58849
Ale ,Beer,2015-05-12,80380
Ale ,Beer,2015-05-13,66026
Ale ,Beer,2015-05-14,90427
Ale ,Beer,2015-05-15,80380
Ale ,Beer,2015-05-16,94733
Ale ,Beer,2015-05-17,81815
Ale ,Beer,2015-05-18,61720
Ale ,Beer,2015-05-19,76074
Ale ,Beer,2015-05-20,90427
Ale ,Beer,2015-05-21,87556
Ale ,Beer,2015-05-22,74638
Ale ,Beer,2015-05-23,91862
Ale ,Beer,2015-05-24,110522
Ale ,Beer,2015-05-25,71768
Ale ,Beer,2015-05-26,71768
Ale ,Beer,2015-05-27,83250
Ale ,Beer,2015-05-28,63155
Ale ,Beer,2015-05-29,84686
Ale ,Beer,2015-05-30,94733
Ale ,Beer,2015-05-31,101910
Ale ,Beer,2015-06-01,57414
Ale ,Beer,2015-06-02,73203
Ale ,Beer,2015-06-03,91862
Ale ,Beer,2015-06-04,81815
Ale ,Beer,2015-06-05,86121
Ale ,Beer,2015-06-06,74638
Ale ,Beer,2015-06-07,93298
Ale ,Beer,2015-06-08,66026
Ale ,Beer,2015-06-09,81815
Ale ,Beer,2015-06-10,70332
Ale ,Beer,2015-06-11,91862
Ale ,Beer,2015-06-12,77509
Ale ,Beer,2015-06-13,96168
Ale ,Beer,2015-06-14,126311
Ale ,Beer,2015-06-15,67461
Ale ,Beer,2015-06-16,78944
Ale ,Beer,2015-06-17,70332
Ale ,Beer,2015-06-18,88992
Ale ,Beer,2015-06-19,66026
Ale ,Beer,2015-06-20,99039
Ale ,Beer,2015-06-21,91862
Ale ,Beer,2015-06-22,63155
Ale ,Beer,2015-06-23,73203
Ale ,Beer,2015-06-24,80380
Ale ,Beer,2015-06-25,86121
Ale ,Beer,2015-06-26,107651
Ale ,Beer,2015-06-27,91862
Ale ,Beer,2015-06-28,84686
Ale ,Beer,2015-06-29,67461
Ale ,Beer,2015-06-30,84686
Ale ,Beer,2015-07-01,93298
Ale ,Beer,2015-07-02,70332
Ale ,Beer,2015-07-03,88992
Ale ,Beer,2015-07-04,91862
Ale ,Beer,2015-07-05,116263
Ale ,Beer,2015-07-06,81815
Ale ,Beer,2015-07-07,80380
Ale ,Beer,2015-07-08,99039
Ale ,Beer,2015-07-09,88992
Ale ,Beer,2015-07-10,87556
Ale ,Beer,2015-07-11,100475
Ale ,Beer,2015-07-12,119134
Ale ,Beer,2015-07-13,74638
Ale ,Beer,2015-07-14,94733
Ale ,Beer,2015-07-15,78944
Ale ,Beer,2015-07-16,83250
Ale ,Beer,2015-07-17,93298
Ale ,Beer,2015-07-18,90427
Ale ,Beer,2015-07-19,103345
Ale ,Beer,2015-07-20,83250
Ale ,Beer,2015-07-21,64591
Ale ,Beer,2015-07-22,74638
Ale ,Beer,2015-07-23,87556
Ale ,Beer,2015-07-24,70332
Ale ,Beer,2015-07-25,87556
Ale ,Beer,2015-07-26,111957
Ale ,Beer,2015-07-27,67461
Ale ,Beer,2015-07-28,101910
Ale ,Beer,2015-07-29,76074
Ale ,Beer,2015-07-30,76074
Ale ,Beer,2015-07-31,106216
Ale ,Beer,2015-08-01,90427
Ale ,Beer,2015-08-02,96168
Ale ,Beer,2015-08-03,54543
Ale ,Beer,2015-08-04,63155
Ale ,Beer,2015-08-05,64591
Ale ,Beer,2015-08-06,74638
Ale ,Beer,2015-08-07,67461
Ale ,Beer,2015-08-08,70332
Ale ,Beer,2015-08-09,90427
Ale ,Beer,2015-08-10,68897
Ale ,Beer,2015-08-11,67461
Ale ,Beer,2015-08-12,83250
Ale ,Beer,2015-08-13,83250
Ale ,Beer,2015-08-14,77509
Ale ,Beer,2015-08-15,78944
Ale ,Beer,2015-08-16,104781
Ale ,Beer,2015-08-17,40190
Ale ,Beer,2015-08-18,66026
Ale ,Beer,2015-08-19,70332
Ale ,Beer,2015-08-20,67461
Ale ,Beer,2015-08-21,93298
Ale ,Beer,2015-08-22,73203
Ale ,Beer,2015-08-23,93298
Ale ,Beer,2015-08-24,71768
Ale ,Beer,2015-08-25,81815
Ale ,Beer,2015-08-26,73203
Ale ,Beer,2015-08-27,83250
Ale ,Beer,2015-08-28,84686
Ale ,Beer,2015-08-29,78944
Ale ,Beer,2015-08-30,97604
Ale ,Beer,2015-08-31,51673
Ale ,Beer,2015-09-01,78944
Ale ,Beer,2015-09-02,64591
Ale ,Beer,2015-09-03,81815
Ale ,Beer,2015-09-04,97604
Ale ,Beer,2015-09-05,90427
Ale ,Beer,2015-09-06,80380
Ale ,Beer,2015-09-07,58849
Ale ,Beer,2015-09-08,77509
Ale ,Beer,2015-09-09,71768
Ale ,Beer,2015-09-10,66026
Ale ,Beer,2015-09-11,76074
Ale ,Beer,2015-09-12,81815
Ale ,Beer,2015-09-13,107651
Ale ,Beer,2015-09-14,60285
Ale ,Beer,2015-09-15,66026
Ale ,Beer,2015-09-16,78944
Ale ,Beer,2015-09-17,83250
Ale ,Beer,2015-09-18,83250
Ale ,Beer,2015-09-19,71768
Ale ,Beer,2015-09-20,88992
Ale ,Beer,2015-09-21,55979
Ale ,Beer,2015-09-22,76074
Ale ,Beer,2015-09-23,61720
Ale ,Beer,2015-09-24,91862
Ale ,Beer,2015-09-25,68897
Ale ,Beer,2015-09-26,73203
Ale ,Beer,2015-09-27,87556
Ale ,Beer,2015-09-28,61720
Ale ,Beer,2015-09-29,73203
Ale ,Beer,2015-09-30,48802
Ale ,Beer,2015-10-01,88992
Ale ,Beer,2015-10-02,63155
Ale ,Beer,2015-10-03,67461
Ale ,Beer,2015-10-04,81815
Ale ,Beer,2015-10-05,57414
Ale ,Beer,2015-10-06,74638
Ale ,Beer,2015-10-07,70332
Ale ,Beer,2015-10-08,64591
Ale ,Beer,2015-10-09,51673
Ale ,Beer,2015-10-10,77509
Ale ,Beer,2015-10-11,57414
Ale ,Beer,2015-10-12,51673
Ale ,Beer,2015-10-13,38754
Ale ,Beer,2015-10-14,66026
Ale ,Beer,2015-10-15,87556
Ale ,Beer,2015-10-16,55979
Ale ,Beer,2015-10-17,83250
Ale ,Beer,2015-10-18,81815
Ale ,Beer,2015-10-19,70332
Ale ,Beer,2015-10-20,55979
Ale ,Beer,2015-10-21,57414
Ale ,Beer,2015-10-22,77509
Ale ,Beer,2015-10-23,77509
Ale ,Beer,2015-10-24,71768
Ale ,Beer,2015-10-25,83250
Ale ,Beer,2015-10-26,63155
Ale ,Beer,2015-10-27,51673
Ale ,Beer,2015-10-28,66026
Ale ,Beer,2015-10-29,50237
Ale ,Beer,2015-10-30,78944
Ale ,Beer,2015-10-31,76074
Ale ,Beer,2015-11-01,90427
Ale ,Beer,2015-11-02,45931
Ale ,Beer,2015-11-03,73203
Ale ,Beer,2015-11-04,86121
Ale ,Beer,2015-11-05,70332
Ale ,Beer,2015-11-06,87556
Ale ,Beer,2015-11-07,71768
Ale ,Beer,2015-11-08,104781
Ale ,Beer,2015-11-09,61720
Ale ,Beer,2015-11-10,74638
Ale ,Beer,2015-11-11,53108
Ale ,Beer,2015-11-12,88992
Ale ,Beer,2015-11-13,81815
Ale ,Beer,2015-11-14,103345
Ale ,Beer,2015-11-15,71768
Ale ,Beer,2015-11-16,51673
Ale ,Beer,2015-11-17,70332
Ale ,Beer,2015-11-18,57414
Ale ,Beer,2015-11-19,76074
Ale ,Beer,2015-11-20,70332
Ale ,Beer,2015-11-21,78944
Ale ,Beer,2015-11-22,100475
Ale ,Beer,2015-11-23,47367
Ale ,Beer,2015-11-24,68897
Ale ,Beer,2015-11-25,66026
Ale ,Beer,2015-11-26,83250
Ale ,Beer,2015-11-27,78944
Ale ,Beer,2015-11-28,78944
Ale ,Beer,2015-11-29,96168
Ale ,Beer,2015-11-30,54543
Ale ,Beer,2015-12-01,35884
Ale ,Beer,2015-12-02,57414
Ale ,Beer,2015-12-03,54543
Ale ,Beer,2015-12-04,74638
Ale ,Beer,2015-12-05,64591
Ale ,Beer,2015-12-06,61720
Ale ,Beer,2015-12-07,58849
Ale ,Beer,2015-12-08,54543
Ale ,Beer,2015-12-09,45931
Ale ,Beer,2015-12-10,60285
Ale ,Beer,2015-12-11,48802
Ale ,Beer,2015-12-12,44496
Ale ,Beer,2015-12-13,63155
Ale ,Beer,2015-12-14,45931
Ale ,Beer,2015-12-15,45931
Ale ,Beer,2015-12-16,51673
Ale ,Beer,2015-12-17,48802
Ale ,Beer,2015-12-18,58849
Ale ,Beer,2015-12-19,50237
Ale ,Beer,2015-12-20,74638
Ale ,Beer,2015-12-21,31578
Ale ,Beer,2015-12-22,34448
Ale ,Beer,2015-12-23,30142
Ale ,Beer,2015-12-24,45931
Ale ,Beer,2015-12-25,54543
Ale ,Beer,2015-12-26,48802
Ale ,Beer,2015-12-27,50237
Ale ,Beer,2015-12-28,40190
Ale ,Beer,2015-12-29,43061
Ale ,Beer,2015-12-30,43061
Ale ,Beer,2015-12-31,50237
Ale ,Beer,2016-01-01,50237
Ale ,Beer,2016-01-02,50237
Ale ,Beer,2016-01-03,57414
Ale ,Beer,2016-01-04,47367
Ale ,Beer,2016-01-05,51673
Ale ,Beer,2016-01-06,44496
Ale ,Beer,2016-01-07,44496
Ale ,Beer,2016-01-08,51673
Ale ,Beer,2016-01-09,51673
Ale ,Beer,2016-01-10,66026
Ale ,Beer,2016-01-11,54543
Ale ,Beer,2016-01-12,60285
Ale ,Beer,2016-01-13,38754
Ale ,Beer,2016-01-14,55979
Ale ,Beer,2016-01-15,58849
Ale ,Beer,2016-01-16,73203
Ale ,Beer,2016-01-17,58849
Ale ,Beer,2016-01-18,20095
Ale ,Beer,2016-01-19,45931
Ale ,Beer,2016-01-20,47367
Ale ,Beer,2016-01-21,45931
Ale ,Beer,2016-01-22,43061
Ale ,Beer,2016-01-23,64591
Ale ,Beer,2016-01-24,58849
Ale ,Beer,2016-01-25,43061
Ale ,Beer,2016-01-26,53108
Ale ,Beer,2016-01-27,57414
Ale ,Beer,2016-01-28,58849
Ale ,Beer,2016-01-29,50237
Ale ,Beer,2016-01-30,43061
Ale ,Beer,2016-01-31,48802
Ale ,Beer,2016-02-01,44496
Ale ,Beer,2016-02-02,78944
Ale ,Beer,2016-02-03,44496
Ale ,Beer,2016-02-04,64591
Ale ,Beer,2016-02-05,58849
Ale ,Beer,2016-02-06,57414
Ale ,Beer,2016-02-07,63155
Ale ,Beer,2016-02-08,43061
Ale ,Beer,2016-02-09,63155
Ale ,Beer,2016-02-10,33013
Ale ,Beer,2016-02-11,40190
Ale ,Beer,2016-02-12,76074
Ale ,Beer,2016-02-13,74638
Ale ,Beer,2016-02-14,74638
Ale ,Beer,2016-02-15,55979
Ale ,Beer,2016-02-16,48802
Ale ,Beer,2016-02-17,53108
Ale ,Beer,2016-02-18,50237
Ale ,Beer,2016-02-19,60285
Ale ,Beer,2016-02-20,60285
Ale ,Beer,2016-02-21,66026
Ale ,Beer,2016-02-22,48802
Ale ,Beer,2016-02-23,64591
Ale ,Beer,2016-02-24,57414
Ale ,Beer,2016-02-25,53108
Ale ,Beer,2016-02-26,61720
Ale ,Beer,2016-02-27,74638
Ale ,Beer,2016-02-28,80380
Ale ,Beer,2016-02-29,50237
Ale ,Beer,2016-03-01,61720
Ale ,Beer,2016-03-02,64591
Ale ,Beer,2016-03-03,64591
Ale ,Beer,2016-03-04,94733
Ale ,Beer,2016-03-05,88992
Ale ,Beer,2016-03-06,101910
Ale ,Beer,2016-03-07,58849
Ale ,Beer,2016-03-08,66026
Ale ,Beer,2016-03-09,53108
Ale ,Beer,2016-03-10,71768
Ale ,Beer,2016-03-11,66026
Ale ,Beer,2016-03-12,74638
Ale ,Beer,2016-03-13,80380
Ale ,Beer,2016-03-14,57414
Ale ,Beer,2016-03-15,66026
Ale ,Beer,2016-03-16,61720
Ale ,Beer,2016-03-17,54543
Ale ,Beer,2016-03-18,84686
Ale ,Beer,2016-03-19,88992
Ale ,Beer,2016-03-20,87556
Ale ,Beer,2016-03-21,53108
Ale ,Beer,2016-03-22,61720
Ale ,Beer,2016-03-23,73203
Ale ,Beer,2016-03-24,67461
Ale ,Beer,2016-03-25,57414
Ale ,Beer,2016-03-26,81815
Ale ,Beer,2016-03-27,78944
Ale ,Beer,2016-03-28,47367
Ale ,Beer,2016-03-29,87556
Ale ,Beer,2016-03-30,55979
Ale ,Beer,2016-03-31,54543
Ale ,Beer,2016-04-01,93298
Ale ,Beer,2016-04-02,94733
Ale ,Beer,2016-04-03,84686
Ale ,Beer,2016-04-04,73203
Ale ,Beer,2016-04-05,90427
Ale ,Beer,2016-04-06,71768
Ale ,Beer,2016-04-07,81815
Ale ,Beer,2016-04-08,70332
Ale ,Beer,2016-04-09,97604
Ale ,Beer,2016-04-10,104781
Ale ,Beer,2016-04-11,70332
Ale ,Beer,2016-04-12,91862
Ale ,Beer,2016-04-13,70332
Ale ,Beer,2016-04-14,74638
Ale ,Beer,2016-04-15,96168
Ale ,Beer,2016-04-16,99039
Ale ,Beer,2016-04-17,94733
Ale ,Beer,2016-04-18,57414
Ale ,Beer,2016-04-19,86121
Ale ,Beer,2016-04-20,63155
Ale ,Beer,2016-04-21,64591
Ale ,Beer,2016-04-22,71768
Ale ,Beer,2016-04-23,63155
Ale ,Beer,2016-04-24,100475
Ale ,Beer,2016-04-25,53108
Ale ,Beer,2016-04-26,81815
Ale ,Beer,2016-04-27,71768
Ale ,Beer,2016-04-28,70332
Ale ,Beer,2016-04-29,88992
Ale ,Beer,2016-04-30,74638
Ale ,Beer,2016-05-01,87556
Ale ,Beer,2016-05-02,60285
Ale ,Beer,2016-05-03,80380
Ale ,Beer,2016-05-04,101910
Ale ,Beer,2016-05-05,91862
Ale ,Beer,2016-05-06,90427
Ale ,Beer,2016-05-07,94733
Ale ,Beer,2016-05-08,83250
Ale ,Beer,2016-05-09,60285
Ale ,Beer,2016-05-10,97604
Ale ,Beer,2016-05-11,83250
Ale ,Beer,2016-05-12,83250
Ale ,Beer,2016-05-13,110522
Ale ,Beer,2016-05-14,107651
Ale ,Beer,2016-05-15,117699
Ale ,Beer,2016-05-16,76074
Ale ,Beer,2016-05-17,76074
Ale ,Beer,2016-05-18,93298
Ale ,Beer,2016-05-19,80380
Ale ,Beer,2016-05-20,84686
Ale ,Beer,2016-05-21,100475
Ale ,Beer,2016-05-22,116263
Ale ,Beer,2016-05-23,58849
Ale ,Beer,2016-05-24,84686
Ale ,Beer,2016-05-25,81815
Ale ,Beer,2016-05-26,66026
Ale ,Beer,2016-05-27,73203
Ale ,Beer,2016-05-28,70332
Ale ,Beer,2016-05-29,113393
Ale ,Beer,2016-05-30,57414
Ale ,Beer,2016-05-31,80380
Ale ,Beer,2016-06-01,61720
Ale ,Beer,2016-06-02,78944
Ale ,Beer,2016-06-03,77509
Ale ,Beer,2016-06-04,113393
Ale ,Beer,2016-06-05,88992
Ale ,Beer,2016-06-06,78944
Ale ,Beer,2016-06-07,64591
Ale ,Beer,2016-06-08,87556
Ale ,Beer,2016-06-09,81815
Ale ,Beer,2016-06-10,93298
Ale ,Beer,2016-06-11,110522
Ale ,Beer,2016-06-12,117699
Ale ,Beer,2016-06-13,81815
Ale ,Beer,2016-06-14,66026
Ale ,Beer,2016-06-15,97604
Ale ,Beer,2016-06-16,78944
Ale ,Beer,2016-06-17,97604
Ale ,Beer,2016-06-18,91862
Ale ,Beer,2016-06-19,120569
Ale ,Beer,2016-06-20,78944
Ale ,Beer,2016-06-21,93298
Ale ,Beer,2016-06-22,77509
Ale ,Beer,2016-06-23,104781
Ale ,Beer,2016-06-24,90427
Ale ,Beer,2016-06-25,116263
Ale ,Beer,2016-06-26,130617
Ale ,Beer,2016-06-27,80380
Ale ,Beer,2016-06-28,93298
Ale ,Beer,2016-06-29,96168
Ale ,Beer,2016-06-30,87556
Ale ,Beer,2016-07-01,116263
Ale ,Beer,2016-07-02,120569
Ale ,Beer,2016-07-03,120569
Ale ,Beer,2016-07-04,77509
Ale ,Beer,2016-07-05,73203
Ale ,Beer,2016-07-06,73203
Ale ,Beer,2016-07-07,104781
Ale ,Beer,2016-07-08,90427
Ale ,Beer,2016-07-09,88992
Ale ,Beer,2016-07-10,124875
Ale ,Beer,2016-07-11,76074
Ale ,Beer,2016-07-12,96168
Ale ,Beer,2016-07-13,86121
Ale ,Beer,2016-07-14,106216
Ale ,Beer,2016-07-15,87556
Ale ,Beer,2016-07-16,110522
Ale ,Beer,2016-07-17,119134
Ale ,Beer,2016-07-18,63155
Ale ,Beer,2016-07-19,91862
Ale ,Beer,2016-07-20,90427
Ale ,Beer,2016-07-21,100475
Ale ,Beer,2016-07-22,94733
Ale ,Beer,2016-07-23,91862
Ale ,Beer,2016-07-24,137794
Ale ,Beer,2016-07-25,78944
Ale ,Beer,2016-07-26,90427
Ale ,Beer,2016-07-27,84686
Ale ,Beer,2016-07-28,104781
Ale ,Beer,2016-07-29,96168
Ale ,Beer,2016-07-30,104781
Ale ,Beer,2016-07-31,110522
Ale ,Beer,2016-08-01,78944
Ale ,Beer,2016-08-02,63155
Ale ,Beer,2016-08-03,78944
Ale ,Beer,2016-08-04,64591
Ale ,Beer,2016-08-05,91862
Ale ,Beer,2016-08-06,99039
Ale ,Beer,2016-08-07,94733
Ale ,Beer,2016-08-08,78944
Ale ,Beer,2016-08-09,86121
Ale ,Beer,2016-08-10,83250
Ale ,Beer,2016-08-11,80380
Ale ,Beer,2016-08-12,90427
Ale ,Beer,2016-08-13,84686
Ale ,Beer,2016-08-14,97604
Ale ,Beer,2016-08-15,74638
Ale ,Beer,2016-08-16,67461
Ale ,Beer,2016-08-17,70332
Ale ,Beer,2016-08-18,70332
Ale ,Beer,2016-08-19,88992
Ale ,Beer,2016-08-20,107651
Ale ,Beer,2016-08-21,114828
Ale ,Beer,2016-08-22,51673
Ale ,Beer,2016-08-23,104781
Ale ,Beer,2016-08-24,81815
Ale ,Beer,2016-08-25,70332
Ale ,Beer,2016-08-26,94733
Ale ,Beer,2016-08-27,70332
Ale ,Beer,2016-08-28,103345
Ale ,Beer,2016-08-29,51673
Ale ,Beer,2016-08-30,80380
Ale ,Beer,2016-08-31,80380
Ale ,Beer,2016-09-01,76074
Ale ,Beer,2016-09-02,81815
Ale ,Beer,2016-09-03,103345
Ale ,Beer,2016-09-04,130617
Ale ,Beer,2016-09-05,73203
Ale ,Beer,2016-09-06,63155
Ale ,Beer,2016-09-07,71768
Ale ,Beer,2016-09-08,96168
Ale ,Beer,2016-09-09,87556
Ale ,Beer,2016-09-10,83250
Ale ,Beer,2016-09-11,80380
Ale ,Beer,2016-09-12,60285
Ale ,Beer,2016-09-13,99039
Ale ,Beer,2016-09-14,88992
Ale ,Beer,2016-09-15,81815
Ale ,Beer,2016-09-16,78944
Ale ,Beer,2016-09-17,101910
Ale ,Beer,2016-09-18,78944
Ale ,Beer,2016-09-19,66026
Ale ,Beer,2016-09-20,76074
Ale ,Beer,2016-09-21,66026
Ale ,Beer,2016-09-22,77509
Ale ,Beer,2016-09-23,91862
Ale ,Beer,2016-09-24,97604
Ale ,Beer,2016-09-25,100475
Ale ,Beer,2016-09-26,53108
Ale ,Beer,2016-09-27,78944
Ale ,Beer,2016-09-28,47367
Ale ,Beer,2016-09-29,81815
Ale ,Beer,2016-09-30,86121
Ale ,Beer,2016-10-01,77509
Ale ,Beer,2016-10-02,101910
Ale ,Beer,2016-10-03,41625
Ale ,Beer,2016-10-04,94733
Ale ,Beer,2016-10-05,64591
Ale ,Beer,2016-10-06,76074
Ale ,Beer,2016-10-07,81815
Ale ,Beer,2016-10-08,78944
Ale ,Beer,2016-10-09,100475
Ale ,Beer,2016-10-10,53108
Ale ,Beer,2016-10-11,68897
Ale ,Beer,2016-10-12,87556
Ale ,Beer,2016-10-13,64591
Ale ,Beer,2016-10-14,87556
Ale ,Beer,2016-10-15,63155
Ale ,Beer,2016-10-16,86121
Ale ,Beer,2016-10-17,51673
Ale ,Beer,2016-10-18,64591
Ale ,Beer,2016-10-19,58849
Ale ,Beer,2016-10-20,68897
Ale ,Beer,2016-10-21,81815
Ale ,Beer,2016-10-22,77509
Ale ,Beer,2016-10-23,90427
Ale ,Beer,2016-10-24,50237
Ale ,Beer,2016-10-25,67461
Ale ,Beer,2016-10-26,84686
Ale ,Beer,2016-10-27,64591
Ale ,Beer,2016-10-28,74638
Ale ,Beer,2016-10-29,74638
Ale ,Beer,2016-10-30,84686
Ale ,Beer,2016-10-31,66026
Ale ,Beer,2016-11-01,54543
Ale ,Beer,2016-11-02,66026
Ale ,Beer,2016-11-03,77509
Ale ,Beer,2016-11-04,80380
Ale ,Beer,2016-11-05,74638
Ale ,Beer,2016-11-06,104781
Ale ,Beer,2016-11-07,66026
Ale ,Beer,2016-11-08,81815
Ale ,Beer,2016-11-09,84686
Ale ,Beer,2016-11-10,78944
Ale ,Beer,2016-11-11,88992
Ale ,Beer,2016-11-12,93298
Ale ,Beer,2016-11-13,86121
Ale ,Beer,2016-11-14,66026
Ale ,Beer,2016-11-15,68897
Ale ,Beer,2016-11-16,73203
Ale ,Beer,2016-11-17,78944
Ale ,Beer,2016-11-18,96168
Ale ,Beer,2016-11-19,76074
Ale ,Beer,2016-11-20,103345
Ale ,Beer,2016-11-21,64591
Ale ,Beer,2016-11-22,68897
Ale ,Beer,2016-11-23,83250
Ale ,Beer,2016-11-24,78944
Ale ,Beer,2016-11-25,93298
Ale ,Beer,2016-11-26,74638
Ale ,Beer,2016-11-27,74638
Ale ,Beer,2016-11-28,45931
Ale ,Beer,2016-11-29,76074
Ale ,Beer,2016-11-30,64591
Ale ,Beer,2016-12-01,44496
Ale ,Beer,2016-12-02,68897
Ale ,Beer,2016-12-03,67461
Ale ,Beer,2016-12-04,81815
Ale ,Beer,2016-12-05,38754
Ale ,Beer,2016-12-06,50237
Ale ,Beer,2016-12-07,44496
Ale ,Beer,2016-12-08,53108
Ale ,Beer,2016-12-09,57414
Ale ,Beer,2016-12-10,61720
Ale ,Beer,2016-12-11,76074
Ale ,Beer,2016-12-12,41625
Ale ,Beer,2016-12-13,25836
Ale ,Beer,2016-12-14,58849
Ale ,Beer,2016-12-15,61720
Ale ,Beer,2016-12-16,45931
Ale ,Beer,2016-12-17,51673
Ale ,Beer,2016-12-18,68897
Ale ,Beer,2016-12-19,44496
Ale ,Beer,2016-12-20,53108
Ale ,Beer,2016-12-21,43061
Ale ,Beer,2016-12-22,54543
Ale ,Beer,2016-12-23,54543
Ale ,Beer,2016-12-24,63155
Ale ,Beer,2016-12-25,58849
Ale ,Beer,2016-12-26,33013
Ale ,Beer,2016-12-27,43061
Ale ,Beer,2016-12-28,48802
Ale ,Beer,2016-12-29,51673
Ale ,Beer,2016-12-30,57414
Ale ,Beer,2016-12-31,64591
Ale ,Beer,2017-01-01,87556
Ale ,Beer,2017-01-02,38754
Ale ,Beer,2017-01-03,37319
Ale ,Beer,2017-01-04,34448
Ale ,Beer,2017-01-05,60285
Ale ,Beer,2017-01-06,48802
Ale ,Beer,2017-01-07,66026
Ale ,Beer,2017-01-08,58849
